iter	Logloss
320	0.4082361561
321	0.4080217347
322	0.4078014876
323	0.4075108609
324	0.4072663655
325	0.4071498546
326	0.4068927026
327	0.4066705038
328	0.4064646285
329	0.4062185066
330	0.405930216
331	0.4056606736
332	0.4054234527
333	0.4052887554
334	0.405060465
335	0.4049234612
336	0.4046646828
337	0.4045007395
338	0.4043637357
339	0.4041726756
340	0.4040737891
341	0.4038465633
342	0.4036244237
343	0.4035297956
344	0.4034049456
345	0.4033303667
346	0.4031712732
347	0.4027455648
348	0.4025392754
349	0.4022848735
350	0.4021250111
351	0.4019446558
352	0.4016453647
353	0.4014092379
354	0.4011493653
355	0.401058611
356	0.4009199808
357	0.4008178415
358	0.4006053718
359	0.400433326
360	0.4002872142
361	0.4001474307
362	0.4000426596
363	0.399936469
364	0.3997938171
365	0.399645517
366	0.3994666403
367	0.3993340426
368	0.3992492912
369	0.3991037709
370	0.3989859588
371	0.3988612271
372	0.3986787722
373	0.3985189394
374	0.3984211766
375	0.3982570559
376	0.3981129846
377	0.3979980114
378	0.3978482328
379	0.3977738018
380	0.3976606325
381	0.397478355
382	0.3973896707
383	0.3972672455
384	0.3970403745
385	0.3968685949
386	0.3966992992
387	0.3965485743
388	0.3964267405
389	0.3962871345
390	0.3961368236
391	0.3959982525
392	0.3957939148
393	0.3956175812
394	0.3954108186
395	0.3952546231
396	0.395145712
397	0.3949994523
398	0.394824065
399	0.3946963761
400	0.3944693277
401	0.3943040833
402	0.3942253349
403	0.3941371533
404	0.3938347868
405	0.3936460628
406	0.3933934056
407	0.3932039719
408	0.3930059034
409	0.3928418418
410	0.3926201162
411	0.3924813677
412	0.3922588437
413	0.3921124954
414	0.3919568912
415	0.3916976692
416	0.3915288171
417	0.3912971851
418	0.3911016597
419	0.3909940794
420	0.3908288054
421	0.3906850593
422	0.3904518009
423	0.3902888335
424	0.3900941952
425	0.3899298084
426	0.3897749435
427	0.389611296
428	0.3894501324
429	0.3892120243
430	0.389060501
431	0.3888751481
432	0.3885864731
433	0.3884732742
434	0.3883302674
435	0.3881989708
436	0.3880126125
437	0.3878639576
438	0.3876865003
439	0.3875944744
440	0.3875246565
441	0.3873043504
442	0.3871695053
443	0.3870365823
444	0.3868233141
445	0.3867139003
446	0.3866398538
447	0.3864952501
448	0.386262524
449	0.3861733961
450	0.38607173
451	0.3859447213
452	0.3858163523
453	0.3855812901
454	0.3853889288
455	0.3851973068
456	0.3849780061
457	0.3848483951
458	0.3847708887
459	0.3846310756
460	0.3845720513
461	0.3844598874
462	0.3842535684
463	0.3839799452
464	0.3838052084
465	0.3837125911
466	0.3835820634
467	0.383424478
468	0.3831524516
469	0.3829230079
470	0.3826813809
471	0.3824859146
472	0.382293642
473	0.3821529418
474	0.3819678255
475	0.3818912358
476	0.3817594661
477	0.3816711662
478	0.3815045911
479	0.3813229346
480	0.3812016923
481	0.3811337966
482	0.3809395428
483	0.380836132
484	0.3805798375
485	0.3804750073
486	0.3802340308
487	0.3800883922
488	0.3799410088
489	0.3798834631
490	0.3796502343
491	0.3794673949
492	0.3793014408
493	0.3792462016
494	0.379137468
495	0.3790125884
496	0.3788301335
497	0.378704692
498	0.3785871166
499	0.3784029465
500	0.3782245725
501	0.3781586285
502	0.3779545274
503	0.3777038219
504	0.3775077938
505	0.377309607
506	0.3771157671
507	0.376956023
508	0.3768537359
509	0.3767485508
510	0.3766476831
511	0.3765264408
512	0.3764159328
513	0.3762057992
514	0.3760046552
515	0.3758645169
516	0.3757074046
517	0.3756508051
518	0.3755173203
519	0.3753947472
520	0.3752548454
521	0.3751733174
522	0.3750290094
523	0.3747667712
524	0.3746651346
525	0.3746149226
526	0.3744817926
527	0.3743144486
528	0.3741542905
529	0.3740483661
530	0.3739588538
531	0.3737458222
532	0.3736149396
533	0.3734840866
534	0.3732793054
535	0.3730041445
536	0.3729220841
537	0.3728161893
538	0.3726077708
539	0.3724986527
540	0.3723034822
541	0.3721832453
542	0.3720400019
543	0.3719203565
544	0.3716334853
545	0.3714629476
546	0.3711854506
547	0.3710568155
548	0.3709014183
549	0.3707558684
550	0.3706280021
551	0.3705295888
552	0.3704390711
553	0.3702841766
554	0.3699547228
555	0.3698834264
556	0.3697671816
557	0.3695756779
558	0.3694238293
559	0.3692947802
560	0.3690922464
561	0.3689908168
562	0.3686975583
563	0.3686158823
564	0.3684315053
565	0.3682226137
566	0.3680489119
567	0.3678477088
568	0.3676689207
569	0.3675834892
570	0.3674293636
571	0.36721509
572	0.3670278446
573	0.3669293426
574	0.3667872821
575	0.3666432403
576	0.3664658421
577	0.3663839592
578	0.3662557676
579	0.3660810604
580	0.3658637705
581	0.3657086395
582	0.3656174416
583	0.3654681361
584	0.3653287666
585	0.3652330739
586	0.3651009493
587	0.3649645369
588	0.3647500563
589	0.3645366403
590	0.3644559993
591	0.3643367383
592	0.3641896211
593	0.3640532383
594	0.3639471365
595	0.3637330403
596	0.3636174461
597	0.3634875985
598	0.3634277758
599	0.3633065039
600	0.3632083863
601	0.3631410525
602	0.3629949998
603	0.362905044
604	0.3627067093
605	0.3624776204
606	0.362411706
607	0.3623348798
608	0.36225347
609	0.3621445294
610	0.3620176685
611	0.3618306005
612	0.3617423893
613	0.3616398656
614	0.3615192147
615	0.3614161292
616	0.3612325506
617	0.3610735753
618	0.3608654229
619	0.3606814599
620	0.3605603063
621	0.360425402
622	0.3602862395
623	0.3601915226
624	0.3600517983
625	0.3599055978
626	0.3597859227
627	0.3597249172
628	0.3596777509
629	0.3594895592
630	0.359366927
631	0.3591723775
632	0.3589788038
633	0.3588375713
634	0.358709912
635	0.3585893794
636	0.3585001628
637	0.3583495561
638	0.358222991
639	0.3580289737
640	0.3577899785
641	0.3576952321
642	0.3576072279
643	0.3574897116
644	0.3573941371
645	0.3572851669
646	0.3570988382
647	0.3569880345
648	0.3567913262
649	0.3567403749
650	0.356625106
651	0.3564655984
652	0.3563982054
653	0.3563068597
654	0.3562236461
655	0.3559367453
656	0.3558082581
657	0.355630505
658	0.3555407265
659	0.3554636637
660	0.3553257728
661	0.3551455062
662	0.3549214444
663	0.3548313703
664	0.3547609906
665	0.3545111131
666	0.3544530351
667	0.3542595797
668	0.3541446656
669	0.3540449808
670	0.3539528662
671	0.3537789278
672	0.35360564
673	0.3534541758
674	0.3533683008
675	0.3532614301
676	0.3531014494
677	0.3529141744
678	0.3528691077
679	0.3526963227
680	0.3526096788
681	0.3524942324
682	0.3524005801
683	0.3521882878
684	0.352040934
685	0.3519736593
686	0.3518114903
687	0.3516340625
688	0.3515018197
689	0.3513574526
690	0.3512644805
691	0.3511343668
692	0.3509351154
693	0.3508069534
694	0.3506209203
695	0.3504236798
696	0.3503041822
697	0.3502440342
698	0.3501119688
699	0.3499584937
700	0.3498205436
701	0.3496610656
702	0.3495148651
703	0.3494043276
704	0.3492324001
705	0.3491149429
706	0.3489346172
707	0.3488072832
708	0.3486809546
709	0.3485831623
710	0.3484997712
711	0.3484067104
712	0.3482483856
713	0.3481510961
714	0.3480376014
715	0.3479396909
716	0.3478406862
717	0.347698537
718	0.3476200843
719	0.3475405079
720	0.3473850221
721	0.3473099701
722	0.3471810097
723	0.3470506298
724	0.3468859177
725	0.3467621618
726	0.3466833543
727	0.3465398153
728	0.346443886
729	0.3463706083
730	0.3462051865
731	0.3461122735
732	0.3459126672
733	0.3458146679
734	0.345703539
735	0.3455390043
736	0.345389965
737	0.3452869386
738	0.3451750704
739	0.345039693
740	0.3449641974
741	0.3448810134
742	0.3447733739
743	0.3445628558
744	0.3444474686
745	0.3443142795
746	0.3441799667
747	0.3441243135
748	0.3438968511
749	0.3437026564
750	0.3436000735
751	0.3434422811
752	0.3433825471
753	0.3433070515
754	0.3432160607
755	0.3430671396
756	0.3429885391
757	0.3428475136
758	0.3427127276
759	0.3425889422
760	0.3425110218
761	0.3424360881
762	0.3423648805
763	0.342281312
764	0.3421980392
765	0.3421303209
766	0.3418779299
767	0.3417331784
768	0.3416213398
769	0.3414472831
770	0.3413670858
771	0.3412059518
772	0.3411299831
773	0.3410416832
774	0.3408726241
775	0.3407604011
776	0.3405949201
777	0.3404397891
778	0.3403391284
779	0.3402601139
780	0.3400123655
781	0.3398360023
782	0.3397223007
783	0.3395471203
784	0.3394450698
785	0.3393640444
786	0.3392480067
787	0.3390659953
788	0.3389767787
789	0.3389121359
790	0.3388537917
791	0.3387159007
792	0.3385743134
793	0.3384685664
794	0.3383138494
795	0.3382176835
796	0.3380340458
797	0.3379712955
798	0.3379062682
799	0.3378635968
800	0.3377644738
801	0.3376664746
802	0.3375471544
803	0.3373956015
804	0.337355148
805	0.3373096082
806	0.3371941618
807	0.3371182523
808	0.3370095778
809	0.3369201542
810	0.336762687
811	0.3366889362
812	0.3365518437
813	0.336503258
814	0.3363979842
815	0.3363010495
816	0.3361346814
817	0.335993094
818	0.3358957453
819	0.3358192444
820	0.3357446951
821	0.3356352813
822	0.3354918606
823	0.335352698
824	0.3352892085
825	0.3351357926
826	0.3350393901
827	0.3349832047
828	0.3349151316
829	0.3348446632
830	0.3346950324
831	0.3345122226
832	0.3344179494
833	0.3343019412
834	0.3341878551
835	0.3341034882
836	0.3340322805
837	0.3339398406
838	0.3337897959
839	0.3335827081
840	0.3335082771
841	0.3333880698
842	0.3332650828
843	0.3331008438
844	0.3330469649
845	0.3329656143
846	0.3328803011
847	0.3328023807
848	0.3326976687
849	0.3325921288
850	0.3324720989
851	0.3323149866
852	0.3321341877
853	0.3319803874
854	0.3318519888
855	0.3317675332
856	0.3317286765
857	0.3315625154
858	0.3314134465
859	0.331268695
860	0.3312023074
861	0.331109424
862	0.3309694039
863	0.3309046723
864	0.3308463577
865	0.3307441889
866	0.330663548
867	0.3305859233
868	0.3304750901
869	0.3303424924
870	0.3302785001
871	0.33017642
872	0.3301060699
873	0.3299894703
874	0.3299266608
875	0.3297797802
876	0.3296457926
877	0.3295092324
878	0.3294719134
879	0.3294327019
880	0.3293852104
881	0.3292774526
882	0.3291139824
883	0.3290584475
884	0.3289763281
885	0.3288447654
886	0.3286896343
887	0.3286292498
888	0.3284632365
889	0.3283581401
890	0.3282739506
891	0.3282005842
892	0.3281116929
893	0.3280373802
894	0.3278842305
895	0.3277596171
896	0.3276280248
897	0.3275566397
898	0.3274010947
899	0.3272391918
900	0.3270173184
901	0.3269550708
902	0.3268016549
903	0.3267619998
904	0.3266859424
905	0.3265255181
906	0.3264730882
907	0.3264168436
908	0.3263123978
909	0.3262651724
910	0.3261334323
911	0.3260611009
912	0.3259787744
913	0.3258883158
914	0.3258041264
915	0.3257452795
916	0.3256195423
917	0.3254895469
918	0.3254065698
919	0.3253421044
920	0.3252392259
921	0.3251831291
922	0.3250340602
923	0.3249752133
924	0.3249447549
925	0.3248152031
926	0.3246561686
927	0.3245744631
928	0.3244576269
929	0.3243223087
930	0.3241973995
931	0.3240617264
932	0.3240048904
933	0.3238704593
934	0.3237671963
935	0.3235889405
936	0.3235206013
937	0.3234498371
938	0.3233378211
939	0.3232740358
940	0.323155307
941	0.3230480224
942	0.3228833102
943	0.3227998009
944	0.3227204611
945	0.3226761337
946	0.3226145663
947	0.3225298741
948	0.3224658227
949	0.3223815445
950	0.3223033875
951	0.3222482371
952	0.3221359549
953	0.3220262454
954	0.321848788
955	0.321745525
956	0.3215898026
957	0.321521552
958	0.3214438091
959	0.3213815319
960	0.3213096441
961	0.3212135078
962	0.3210324724
963	0.3209527777
964	0.32082846
965	0.3206631564
966	0.3205983066
967	0.3205645657
968	0.3204454821
969	0.3203925199
970	0.3203297696
971	0.3202432736
972	0.3201493847
973	0.3200704294
974	0.3199710107
975	0.3198535535
976	0.319746328
977	0.3196134937
978	0.3194654006
979	0.3193471746
980	0.3192368737
981	0.3190674893
982	0.3189165574
983	0.3188054284
984	0.3186493216
985	0.3184947524
986	0.3184093801
987	0.3183144266
988	0.3182073194
989	0.3181410797
990	0.3180697537
991	0.3180118236
992	0.3178603298
993	0.3177174709
994	0.3176448142
995	0.3176212754
996	0.3175398952
997	0.3174808118
998	0.3173907968
999	0.3173389878
